Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST,Netznutzung,Energielieferungkosten,Abgaben an das Gemeinwesen,Förderabgaben (KEV)
Uri,H1,2014,Günstigstes Produkt,30.13,18.34,9.3,1.89,0.6
Schaffhausen,H4,2014,Günstigstes Produkt,19.28,11.223095,7.459627,0.0,0.6
Appenzell Ausserrhoden,C5,2014,Günstigstes Produkt,10.9,3.914,6.394375,0.0,0.6
Freiburg,C1,2014,Günstigstes Produkt,20.84,10.74664,9.494427,0.0,0.6
Appenzell Ausserrhoden,C4,2014,Günstigstes Produkt,12.73,5.744,6.394375,0.0,0.6
Appenzell Innerrhoden,C6,2014,Günstigstes Produkt,11.21,4.1008444,6.5146112,0.0,0.6
Bern,C7,2014,Günstigstes Produkt,13.26,4.3560863,8.299708,0.01,0.6
Freiburg,H1,2014,Günstigstes Produkt,24.5,14.7875,9.108334,0.0,0.6
Appenzell Ausserrhoden,C3,2014,Günstigstes Produkt,13.89,6.725333,6.5574083,0.0,0.6
Basel-Stadt,C7,2014,Günstigstes Produkt,16.46,3.9471822,6.6562753,5.2508,0.6
Freiburg,H6,2014,Günstigstes Produkt,13.25,5.678958,6.97348,0.0,0.6
Freiburg,H4,2014,Günstigstes Produkt,20.47,10.885,8.987778,0.0,0.6
Zürich,C4,2014,Günstigstes Produkt,14.34,6.5886664,7.002733,0.01056,0.6
Appenzell Ausserrhoden,C2,2014,Günstigstes Produkt,15.62,7.2428584,7.7763085,0.0,0.6
Appenzell Ausserrhoden,H6,2014,Günstigstes Produkt,12.46,5.6099358,6.250207,0.0,0.6
Freiburg,H3,2014,Günstigstes Produkt,18.5,10.203333,7.6997333,0.0,0.6
Appenzell Innerrhoden,C7,2014,Günstigstes Produkt,10.57,3.6780505,6.2863836,0.0,0.6
Schaffhausen,H6,2014,Günstigstes Produkt,14.55,7.1731715,6.780936,0.0,0.6
Jura,C7,2014,Günstigstes Produkt,13.26,4.3560863,8.299708,0.0,0.6
Tessin,H3,2014,Günstigstes Produkt,17.57,8.273334,8.15,1.97,0.6
Freiburg,C3,2014,Günstigstes Produkt,19.15,8.0336,10.52,0.0,0.6
Schaffhausen,C6,2014,Günstigstes Produkt,12.36,5.055938,6.6965356,0.0,0.6
Tessin,H6,2014,Günstigstes Produkt,15.02,5.607024,6.49752,1.97,0.6
Tessin,H7,2014,Günstigstes Produkt,16.0,6.9707694,7.486615,1.97,0.6
Bern,C6,2014,Günstigstes Produkt,14.81,5.13141,9.062325,0.03,0.6
Zürich,C3,2014,Günstigstes Produkt,15.42,7.357333,7.3135133,0.0352,0.6
Tessin,H8,2014,Günstigstes Produkt,19.08,7.58,8.4,1.97,0.6
Tessin,C2,2014,Günstigstes Produkt,18.51,7.34,8.05,1.97,0.6
Tessin,H5,2014,Günstigstes Produkt,16.64,7.42,7.656895,1.97,0.6
Bern,H4,2014,Günstigstes Produkt,22.544998,11.163889,9.515833,1.5,0.6
Freiburg,C2,2014,Günstigstes Produkt,20.73,10.719042,9.406028,0.0,0.6
Bern,H8,2014,Günstigstes Produkt,21.53,10.151347,9.527197,1.5,0.6
Neuenburg,C7,2014,Günstigstes Produkt,14.34,4.3897505,7.4479146,1.9,0.6
Schaffhausen,H8,2014,Günstigstes Produkt,18.41,10.348785,7.4597754,0.0,0.6
Neuenburg,C5,2014,Günstigstes Produkt,16.1,5.274091,8.330194,1.9,0.6
Schaffhausen,C5,2014,Günstigstes Produkt,13.02,5.67736,6.735,0.0,0.6
Schaffhausen,H2,2014,Günstigstes Produkt,20.99,12.943143,7.4474573,0.0,0.6
Jura,C6,2014,Günstigstes Produkt,14.81,5.13141,9.062325,0.02,0.6
Appenzell Innerrhoden,H5,2014,Günstigstes Produkt,15.88,8.3242855,6.9552855,0.0,0.6
Appenzell Innerrhoden,H7,2014,Günstigstes Produkt,15.14,7.8364286,6.7027473,0.0,0.6
Zürich,C6,2014,Günstigstes Produkt,12.3,4.41728,7.278901,0.0,0.6
Neuenburg,C4,2014,Günstigstes Produkt,17.86,7.025915,8.330194,1.56,0.6
Basel-Stadt,H7,2014,Günstigstes Produkt,21.45,7.422363,6.698736,6.728,0.6
Basel-Stadt,H2,2014,Günstigstes Produkt,24.02,8.341714,8.123143,6.9634,0.6
Basel-Stadt,H4,2014,Günstigstes Produkt,24.13,8.414444,8.138333,6.9806,0.6
Schaffhausen,H7,2014,Günstigstes Produkt,16.11,8.26945,7.236209,0.0,0.6
Appenzell Innerrhoden,H8,2014,Günstigstes Produkt,16.72,8.800119,7.3200912,0.0,0.6
Basel-Stadt,H5,2014,Günstigstes Produkt,21.96,6.927238,7.8277144,6.5967,0.6
Appenzell Innerrhoden,H4,2014,Günstigstes Produkt,17.89,9.973333,7.32,0.0,0.6
Neuenburg,H7,2014,Günstigstes Produkt,19.47,8.398791,8.815757,1.56,0.6
Neuenburg,H8,2014,Günstigstes Produkt,21.244999,9.968928,9.6687765,1.56,0.6
Appenzell Ausserrhoden,C7,2014,Günstigstes Produkt,9.66,3.1386104,5.918053,0.0,0.6
Neuenburg,H3,2014,Günstigstes Produkt,20.42,9.724286,8.416476,1.56,0.6
Neuenburg,C2,2014,Günstigstes Produkt,21.69,9.696488,9.492098,1.56,0.6
Neuenburg,H5,2014,Günstigstes Produkt,19.6,8.674857,8.432939,1.56,0.6
Neuenburg,C3,2014,Günstigstes Produkt,19.03,7.7064834,8.821461,1.56,0.6
Neuenburg,C1,2014,Günstigstes Produkt,24.52,11.1375,10.698125,1.56,0.6
Neuenburg,H2,2014,Günstigstes Produkt,23.73,13.01,9.6,1.56,0.6
Appenzell Innerrhoden,H3,2014,Günstigstes Produkt,16.9,9.411428,6.8892064,0.0,0.6
Basel-Stadt,H8,2014,Günstigstes Produkt,24.14,8.4150715,8.138464,6.9815,0.6
Freiburg,C4,2014,Günstigstes Produkt,18.58,7.38586,10.593,0.0,0.6
Neuenburg,H1,2014,Günstigstes Produkt,26.06,14.67,9.6,1.56,0.6
Basel-Stadt,H1,2014,Günstigstes Produkt,24.23,8.484197,8.152902,6.9978,0.6
Appenzell Innerrhoden,C3,2014,Günstigstes Produkt,15.0,7.6093335,6.7934165,0.0,0.6
Schaffhausen,H5,2014,Günstigstes Produkt,17.29,9.562715,7.133119,0.0,0.6
Basel-Stadt,C3,2014,Günstigstes Produkt,19.52,5.6786,7.164,6.0789,0.6
Schaffhausen,C4,2014,Günstigstes Produkt,14.86,7.1256,7.135,0.0,0.6
Basel-Stadt,H6,2014,Günstigstes Produkt,18.37,5.3261714,6.2476573,6.1911,0.6
Appenzell Ausserrhoden,H4,2014,Günstigstes Produkt,16.5,8.883333,7.02,0.0,0.6
Appenzell Ausserrhoden,C6,2014,Günstigstes Produkt,10.28,3.5448444,6.1366324,0.0,0.6
Basel-Stadt,C6,2014,Günstigstes Produkt,17.3,4.2813334,6.9116,5.5094,0.6
Zürich,C7,2014,Günstigstes Produkt,11.5,4.147927,6.8140697,0.001,0.6
Basel-Stadt,C5,2014,Günstigstes Produkt,17.35,4.29,6.955,5.4994,0.6
Basel-Stadt,C4,2014,Günstigstes Produkt,18.07,4.79558,6.955,5.7053,0.6
Schaffhausen,C7,2014,Günstigstes Produkt,11.25,4.2265406,6.4229155,0.0,0.6
Appenzell Ausserrhoden,H2,2014,Günstigstes Produkt,18.76,11.184571,6.9797144,0.0,0.6
Appenzell Innerrhoden,H2,2014,Günstigstes Produkt,20.15,12.268572,7.2805715,0.0,0.6
Basel-Stadt,C1,2014,Günstigstes Produkt,23.43,7.65625,8.695782,6.4662,0.6
Zürich,C5,2014,Günstigstes Produkt,12.67,4.786432,7.28288,0.0,0.6
Schaffhausen,C3,2014,Günstigstes Produkt,16.0,8.086667,7.3135,0.0,0.6
Basel-Stadt,H3,2014,Günstigstes Produkt,21.62,6.696508,7.779524,6.5433,0.6
Neuenburg,H4,2014,Günstigstes Produkt,22.03,11.034761,9.667981,1.56,0.6
Appenzell Ausserrhoden,H8,2014,Günstigstes Produkt,15.33,7.710105,7.0200934,0.0,0.6
Neuenburg,H6,2014,Günstigstes Produkt,15.99,6.278886,7.214386,1.56,0.6
Appenzell Ausserrhoden,H7,2014,Günstigstes Produkt,13.28,6.538956,6.1375413,0.0,0.6
Basel-Stadt,C2,2014,Günstigstes Produkt,21.69,7.2232,7.4662333,6.4048,0.6
Schaffhausen,H3,2014,Günstigstes Produkt,18.0,10.319524,7.0841427,0.0,0.6
Tessin,H2,2014,Günstigstes Produkt,20.48,9.98,8.55,1.97,0.6
Freiburg,C6,2014,Günstigstes Produkt,13.56,4.3279777,8.625617,0.0,0.6
Freiburg,H7,2014,Günstigstes Produkt,16.68,7.728458,8.345923,0.0,0.6
Schaffhausen,C1,2014,Günstigstes Produkt,20.27,11.645,8.0325,0.0,0.6
Waadt,C5,2014,Günstigstes Produkt,20.87,10.0712,8.196373,2.0,0.6
Appenzell Innerrhoden,H6,2014,Günstigstes Produkt,13.76,6.5852857,6.5665855,0.0,0.6
Freiburg,C5,2014,Günstigstes Produkt,13.84,4.56316,8.68235,0.0,0.6
Tessin,H4,2014,Günstigstes Produkt,18.71,8.273334,8.55,1.97,0.6
Appenzell Innerrhoden,C4,2014,Günstigstes Produkt,14.31,7.091,6.62335,0.0,0.6
Appenzell Innerrhoden,C5,2014,Günstigstes Produkt,11.67,4.452,6.62335,0.0,0.6
Bern,H3,2014,Günstigstes Produkt,20.28,9.738889,8.500333,1.5,0.6
Solothurn,C5,2014,Günstigstes Produkt,14.02,5.073643,8.286417,0.06,0.6
Freiburg,H5,2014,Günstigstes Produkt,17.59,9.179,7.812667,0.0,0.6
Tessin,H1,2014,Günstigstes Produkt,22.78,12.14,8.55,1.97,0.6
Appenzell Ausserrhoden,C1,2014,Günstigstes Produkt,16.9,8.490234,7.809453,0.0,0.6
Appenzell Ausserrhoden,H5,2014,Günstigstes Produkt,14.54,7.2927856,6.647357,0.0,0.6
Appenzell Innerrhoden,C2,2014,Günstigstes Produkt,17.11,8.4455,8.060217,0.0,0.6
Jura,C5,2014,Günstigstes Produkt,15.19,5.6922817,8.842428,0.06,0.6
Bern,C5,2014,Günstigstes Produkt,15.19,5.6922817,8.842428,0.06,0.6
Appenzell Innerrhoden,C1,2014,Günstigstes Produkt,18.39,9.697812,8.092656,0.0,0.6
Appenzell Innerrhoden,H1,2014,Günstigstes Produkt,22.99,13.89,8.5,0.0,0.6
Schaffhausen,H1,2014,Günstigstes Produkt,23.19,14.34,8.25,0.0,0.6
Schaffhausen,C2,2014,Günstigstes Produkt,19.3,10.68975,8.010371,0.0,0.6
Tessin,C1,2014,Günstigstes Produkt,20.37,8.8416,8.05,1.97,0.6
Freiburg,C7,2014,Günstigstes Produkt,12.97,3.9296136,8.43826,0.0,0.6
Appenzell Ausserrhoden,H3,2014,Günstigstes Produkt,15.57,8.386984,6.579841,0.0,0.6
Appenzell Ausserrhoden,H1,2014,Günstigstes Produkt,20.47,11.59,8.28,0.0,0.6
Tessin,C5,2014,Günstigstes Produkt,16.38,6.4652,7.345,1.97,0.6
Tessin,C4,2014,Günstigstes Produkt,17.95,8.22492,7.345,1.97,0.6
Tessin,C3,2014,Günstigstes Produkt,19.44,9.411667,7.581,1.97,0.6
Genf,H2,2015,Günstigstes Produkt,21.04,8.9726,9.5692,1.3993,1.1
Glarus,C6,2015,Günstigstes Produkt,12.86,4.6572223,6.007,0.3,1.1
Genf,C6,2015,Günstigstes Produkt,16.17,4.9606223,9.33614,0.7737,1.1
Genf,C4,2015,Günstigstes Produkt,19.7,8.1702,9.15545,1.2745,1.1
Genf,H4,2015,Günstigstes Produkt,20.76,8.844675,9.436651,1.379,1.1
Wallis,H8,2015,Günstigstes Produkt,15.69,6.87,7.4,0.7704,1.1
Schwyz,H3,2015,Günstigstes Produkt,17.28,8.804,6.9262953,0.55,1.1
Genf,H8,2015,Günstigstes Produkt,20.77,8.845597,9.437607,1.3803,1.1
Luzern,H5,2015,Günstigstes Produkt,16.904999,7.7994,7.1484,0.77994,1.1
Jura,H6,2015,Günstigstes Produkt,15.85,5.47035,8.01694,1.26,1.1
Bern,H6,2015,Günstigstes Produkt,15.85,5.47035,7.752905,1.26,1.1
Obwalden,C2,2015,Günstigstes Produkt,20.43,9.402611,8.525778,1.4,1.1
Appenzell Ausserrhoden,H7,2015,Günstigstes Produkt,13.74,6.5040245,6.1375413,0.0,1.1
Uri,C2,2015,Günstigstes Produkt,23.26,12.309,8.579333,1.27,1.1
Glarus,H2,2015,Günstigstes Produkt,23.94,16.34,7.3,0.3,1.1
Schwyz,C1,2015,Günstigstes Produkt,18.76,9.996,7.4491773,0.55,1.1
Schwyz,H8,2015,Günstigstes Produkt,17.8,9.131422,7.343711,0.55,1.1
St. Gallen,C6,2015,Günstigstes Produkt,12.41,4.6825333,6.1619334,0.3,1.1
Glarus,H1,2015,Günstigstes Produkt,26.64,19.04,7.3,0.3,1.1
Uri,H4,2015,Günstigstes Produkt,24.23,13.095555,8.682222,1.35,1.1
Schwyz,H2,2015,Günstigstes Produkt,21.01,11.9272,7.9914,0.55,1.1
Uri,C4,2015,Günstigstes Produkt,16.63,8.309417,6.4458,0.77,1.1
Schaffhausen,H7,2015,Günstigstes Produkt,16.6,8.326374,7.1726923,0.0,1.1
Glarus,C3,2015,Günstigstes Produkt,18.93,10.54,6.642667,0.3,1.1
Uri,C1,2015,Günstigstes Produkt,24.46,12.84,9.2,1.32,1.1
Wallis,H5,2015,Günstigstes Produkt,15.69,6.87,7.4,0.7704,1.1
Glarus,H8,2015,Günstigstes Produkt,19.32,10.67619,5.9840474,0.3,1.1
Basel-Stadt,C3,2015,Günstigstes Produkt,23.08,8.6964445,7.164,6.12,1.1
Basel-Landschaft,H4,2015,Günstigstes Produkt,20.06,9.066428,9.121214,0.76942605,1.1
Genf,C3,2015,Günstigstes Produkt,20.76,8.814445,9.475051,1.3743,1.1
Genf,H3,2015,Günstigstes Produkt,18.43,7.7847776,8.338445,1.2136,1.1
Wallis,C3,2015,Günstigstes Produkt,15.04,6.47,7.248667,0.7168,1.1
Schwyz,C3,2015,Günstigstes Produkt,16.8,8.299867,7.114111,0.55,1.1
Nidwalden,C7,2015,Günstigstes Produkt,13.23,4.2259135,6.9,1.0,1.1
Basel-Stadt,C7,2015,Günstigstes Produkt,18.39,5.356687,6.6562753,5.27,1.1
Schwyz,H1,2015,Günstigstes Produkt,23.965,13.995,8.002313,0.55,1.1
Basel-Stadt,C5,2015,Günstigstes Produkt,19.8,6.224,6.955,5.52,1.1
Zürich,H5,2015,Günstigstes Produkt,14.88,7.176544,6.696981,0.32,1.1
Uri,H8,2015,Günstigstes Produkt,22.82,11.816667,8.682667,1.22,1.1
Schwyz,H7,2015,Günstigstes Produkt,16.47,7.218769,6.9609613,0.55,1.1
Luzern,H8,2015,Günstigstes Produkt,20.62,9.998578,8.520355,0.9998578,1.1
Zürich,H1,2015,Günstigstes Produkt,20.09,10.294494,7.126305,0.32,1.1
Luzern,H4,2015,Günstigstes Produkt,20.62,9.997666,8.519333,0.99976665,1.1
Schwyz,C4,2015,Günstigstes Produkt,15.8,7.7502933,6.569233,0.55,1.1
Zürich,H2,2015,Günstigstes Produkt,18.56,9.309143,7.0884056,0.32,1.1
Appenzell Innerrhoden,C3,2015,Günstigstes Produkt,13.41,5.8346667,6.4805,0.0,1.1
Basel-Landschaft,H3,2015,Günstigstes Produkt,17.23,7.6861906,7.7284284,0.7080055,1.1
St. Gallen,H7,2015,Günstigstes Produkt,15.863334,7.821044,6.45206,0.6,1.1
Appenzell Ausserrhoden,C6,2015,Günstigstes Produkt,10.8,3.5934556,6.1059647,0.0,1.1
Luzern,H7,2015,Günstigstes Produkt,15.93,7.047346,6.9374614,0.7047346,1.1
Wallis,H7,2015,Günstigstes Produkt,15.85,6.8193846,7.1138463,0.7464,1.1
Schwyz,H4,2015,Günstigstes Produkt,18.73,10.334666,7.577889,0.55,1.1
Aargau,H1,2015,Günstigstes Produkt,23.43,14.61381,6.8795385,0.75,1.1
Basel-Landschaft,H8,2015,Günstigstes Produkt,19.16,8.21375,9.121875,0.73148185,1.1
Uri,C3,2015,Günstigstes Produkt,18.43,9.351666,7.015333,0.96,1.1
Glarus,C5,2015,Günstigstes Produkt,13.19,5.0043335,5.9838,0.3,1.1
Genf,H7,2015,Günstigstes Produkt,18.7,8.0243025,8.33278,1.2511,1.1
Glarus,H4,2015,Günstigstes Produkt,19.96,12.809206,5.9839683,0.3,1.1
St. Gallen,H1,2015,Günstigstes Produkt,24.86,15.731518,7.3726635,0.75,1.1
Basel-Landschaft,C2,2015,Günstigstes Produkt,21.19,8.729584,10.611125,0.75443643,1.1
Schwyz,H5,2015,Günstigstes Produkt,16.28,8.1992,6.8696666,0.55,1.1
Wallis,C5,2015,Günstigstes Produkt,14.91,5.93124,7.0044,0.729648,1.1
Appenzell Ausserrhoden,C3,2015,Günstigstes Produkt,14.19,6.6453333,6.4412,0.0,1.1
Genf,H5,2015,Günstigstes Produkt,18.61,7.860005,8.41639,1.2261,1.1
Basel-Stadt,C6,2015,Günstigstes Produkt,19.56,6.0168,6.9116,5.53,1.1
Schwyz,C2,2015,Günstigstes Produkt,18.18,9.885222,7.3120556,0.55,1.1
Schwyz,H6,2015,Günstigstes Produkt,14.08,5.88976,6.30298,0.55,1.1
Basel-Stadt,C4,2015,Günstigstes Produkt,20.87,7.07438,6.955,5.74,1.1
Uri,H6,2015,Günstigstes Produkt,15.31,6.41724,7.06112,0.73,1.1
Uri,H7,2015,Günstigstes Produkt,19.62,9.550538,7.988923,0.98,1.1
Glarus,C1,2015,Günstigstes Produkt,20.67,11.6025,6.6203127,0.3,1.1
Nidwalden,C4,2015,Günstigstes Produkt,14.69,5.6853833,6.9,1.0,1.1
Neuenburg,C1,2015,Günstigstes Produkt,24.54,11.1375,9.494427,1.56,1.1
Basel-Landschaft,H6,2015,Günstigstes Produkt,13.04,4.7878284,6.5689545,0.57902837,1.1
Nidwalden,C3,2015,Günstigstes Produkt,15.35,6.3500557,6.9,1.0,1.1
Freiburg,C5,2015,Günstigstes Produkt,14.39,4.61316,8.68235,0.0,1.1
St. Gallen,H5,2015,Günstigstes Produkt,17.21,8.696072,6.647357,0.6,1.1
Obwalden,H4,2015,Günstigstes Produkt,22.76,11.369833,8.886333,1.4,1.1
Wallis,C7,2015,Günstigstes Produkt,13.46,4.370267,6.94015,0.5810612,1.1
Glarus,H7,2015,Günstigstes Produkt,18.27,9.214055,5.856813,0.3,1.1
Glarus,C4,2015,Günstigstes Produkt,17.9,9.77,6.281133,0.3,1.1
Basel-Stadt,H7,2015,Günstigstes Produkt,22.41,7.8393407,6.698736,6.77,1.1
Glarus,C7,2015,Günstigstes Produkt,11.89,4.142444,5.8839192,0.3,1.1
Obwalden,H7,2015,Günstigstes Produkt,19.35,9.064193,7.793,1.4,1.1
Appenzell Ausserrhoden,H5,2015,Günstigstes Produkt,15.0,7.2518573,6.647357,0.0,1.1
Appenzell Innerrhoden,H8,2015,Günstigstes Produkt,16.0,8.000119,6.9000793,0.0,1.1
Graubünden,H7,2015,Günstigstes Produkt,18.18,8.283077,7.9,1.0,1.1
Nidwalden,C1,2015,Günstigstes Produkt,18.53,8.684719,7.749229,1.0,1.1
Glarus,H6,2015,Günstigstes Produkt,16.64,7.953494,5.587971,0.3,1.1
St. Gallen,H6,2015,Günstigstes Produkt,14.45,6.801821,6.2491784,0.6,1.1
Neuenburg,H5,2015,Günstigstes Produkt,19.57,8.674857,7.8393335,1.56,1.1
Neuenburg,H4,2015,Günstigstes Produkt,22.55,11.034761,8.987778,1.56,1.1
Thurgau,C2,2015,Günstigstes Produkt,19.31,11.10155,7.0733,0.28,1.1
Neuenburg,H3,2015,Günstigstes Produkt,20.49,9.724286,7.7739363,1.56,1.1
Neuenburg,H7,2015,Günstigstes Produkt,19.1,8.398791,8.197345,1.56,1.1
Thurgau,C1,2015,Günstigstes Produkt,19.795,10.711875,7.4140625,0.27,1.1
Thurgau,H1,2015,Günstigstes Produkt,24.42,15.967902,6.725446,0.27,1.1
Thurgau,H7,2015,Günstigstes Produkt,16.95,8.493462,6.3205547,0.27,1.1
Neuenburg,H8,2015,Günstigstes Produkt,21.73,9.968928,8.988361,1.56,1.1
Basel-Stadt,H8,2015,Günstigstes Produkt,25.23,8.945143,8.138464,7.04,1.1
Freiburg,C4,2015,Günstigstes Produkt,19.1,7.40586,10.593,0.0,1.1
Obwalden,H3,2015,Günstigstes Produkt,20.54,10.205889,7.834,1.4,1.1
Basel-Stadt,H2,2015,Günstigstes Produkt,25.1,8.863428,8.123143,7.02,1.1
Obwalden,C3,2015,Günstigstes Produkt,18.02,8.128445,7.392889,1.4,1.1
Basel-Stadt,H1,2015,Günstigstes Produkt,25.33,9.022142,8.152902,7.06,1.1
St. Gallen,C2,2015,Günstigstes Produkt,18.81,9.721833,7.6478,0.6,1.1
Basel-Stadt,H4,2015,Günstigstes Produkt,25.22,8.944445,8.138333,7.04,1.1
Solothurn,H6,2015,Günstigstes Produkt,13.78,5.2459655,6.4566855,1.0,1.1
Solothurn,C4,2015,Günstigstes Produkt,17.195,7.503228,8.086416,0.5559692,1.1
Glarus,C2,2015,Günstigstes Produkt,19.92,12.436,6.5721,0.3,1.1
Schaffhausen,H5,2015,Günstigstes Produkt,18.12,9.954,7.0685,0.0,1.1
Genf,C2,2015,Günstigstes Produkt,22.6,10.0057335,9.92699,1.5615,1.1
Glarus,H5,2015,Günstigstes Produkt,18.36,9.912952,5.793238,0.3,1.1
Neuenburg,C2,2015,Günstigstes Produkt,22.05,9.696488,9.35087,1.56,1.1
Basel-Landschaft,C1,2015,Günstigstes Produkt,22.28,9.6892185,10.691484,0.79714024,1.1
Appenzell Innerrhoden,H4,2015,Günstigstes Produkt,17.33,9.173333,7.06,0.0,1.1
Schaffhausen,C4,2015,Günstigstes Produkt,15.73,7.5667,7.062,0.0,1.1
Glarus,H3,2015,Günstigstes Produkt,18.85,11.927301,5.763492,0.3,1.1
Schaffhausen,H3,2015,Günstigstes Produkt,19.02,10.9,7.019,0.0,1.1
Appenzell Innerrhoden,H2,2015,Günstigstes Produkt,19.59,11.468572,7.018857,0.0,1.1
Appenzell Ausserrhoden,H8,2015,Günstigstes Produkt,15.8,7.680107,7.0200934,0.0,1.1
Basel-Stadt,H6,2015,Günstigstes Produkt,19.07,5.504343,6.2476573,6.22,1.1
Aargau,H4,2015,Günstigstes Produkt,18.27,9.755365,6.8599205,0.5529219,1.1
Obwalden,H2,2015,Günstigstes Produkt,25.14,13.2586,9.3812,1.4,1.1
Appenzell Ausserrhoden,H4,2015,Günstigstes Produkt,16.97,8.853333,7.02,0.0,1.1
Obwalden,H1,2015,Günstigstes Produkt,28.23,15.688802,10.043438,1.4,1.1
Basel-Landschaft,C4,2015,Günstigstes Produkt,13.89,5.0871,7.1445,0.5559692,1.1
Obwalden,H5,2015,Günstigstes Produkt,19.63,9.4071,7.7182,1.4,1.1
Appenzell Ausserrhoden,C1,2015,Günstigstes Produkt,17.39,8.477032,7.809453,0.0,1.1
Basel-Stadt,H5,2015,Günstigstes Produkt,22.86,7.2878094,7.8277144,6.64,1.1
Basel-Stadt,H3,2015,Günstigstes Produkt,22.49,7.0307937,7.779524,6.58,1.1
Schaffhausen,C2,2015,Günstigstes Produkt,19.8,10.7363,7.955135,0.0,1.1
Obwalden,C1,2015,Günstigstes Produkt,22.22,10.741646,8.981625,1.4,1.1
Freiburg,H5,2015,Günstigstes Produkt,18.11,9.199,7.812667,0.0,1.1
Schaffhausen,C3,2015,Günstigstes Produkt,16.75,8.428,7.2205334,0.0,1.1
Obwalden,C4,2015,Günstigstes Produkt,16.75,7.250867,7.0035334,1.4,1.1
Obwalden,H6,2015,Günstigstes Produkt,16.25,7.29513,6.44546,1.4,1.1
Freiburg,H7,2015,Günstigstes Produkt,17.2,7.748458,8.345923,0.0,1.1
Basel-Landschaft,H1,2015,Günstigstes Produkt,24.4,13.078616,9.268058,0.9479684,1.1
Basel-Stadt,C2,2015,Günstigstes Produkt,26.84,11.812266,7.4662333,6.46,1.1
Obwalden,H8,2015,Günstigstes Produkt,21.63,10.463978,8.673734,1.4,1.1
St. Gallen,C1,2015,Günstigstes Produkt,20.955,11.0464325,7.809453,0.6,1.1
Schaffhausen,C1,2015,Günstigstes Produkt,20.96,11.875,7.9775,0.0,1.1
St. Gallen,H8,2015,Günstigstes Produkt,18.72,9.390186,7.0649047,0.6,1.1
Basel-Stadt,C1,2015,Günstigstes Produkt,28.25,11.9175,8.695782,6.53,1.1
Aargau,H8,2015,Günstigstes Produkt,17.14,8.635333,6.860119,0.48893714,1.1
Zug,H6,2015,Günstigstes Produkt,11.67,4.4068,5.67204,0.49,1.1
Tessin,H1,2015,Günstigstes Produkt,23.51,11.39,8.05,1.96,1.1
Solothurn,H4,2015,Günstigstes Produkt,20.46,10.379007,8.569111,1.0,1.1
Appenzell Innerrhoden,H5,2015,Günstigstes Produkt,15.34,7.5597525,6.6794286,0.0,1.1
St. Gallen,H3,2015,Günstigstes Produkt,18.43,9.9404125,6.579841,0.62,1.1
Aargau,H2,2015,Günstigstes Produkt,20.48,11.857715,6.8357143,0.67906284,1.1
Tessin,C1,2015,Günstigstes Produkt,20.71,8.39,8.05,1.96,1.1
Schaffhausen,H6,2015,Günstigstes Produkt,14.97,7.157343,6.71255,0.0,1.1
Basel-Landschaft,H5,2015,Günstigstes Produkt,16.68,6.9994287,7.8965144,0.6774446,1.1
Graubünden,C7,2015,Günstigstes Produkt,16.45,5.4341545,8.568666,1.0,1.1
Luzern,H2,2015,Günstigstes Produkt,20.91,10.0824,8.6144,1.00824,1.1
Tessin,C3,2015,Günstigstes Produkt,20.11,9.511666,7.5416665,1.96,1.1
Tessin,H3,2015,Günstigstes Produkt,19.27,8.006667,6.884444,1.96,1.1
Wallis,H6,2015,Günstigstes Produkt,13.57,5.6336,6.2896,0.66204,1.1
Zug,H3,2015,Günstigstes Produkt,15.74,7.2733335,6.8826666,0.49,1.1
St. Gallen,H4,2015,Günstigstes Produkt,19.84,10.67,7.06473,0.62,1.1
Tessin,C4,2015,Günstigstes Produkt,18.55,8.51076,6.8849,1.96,1.1
Luzern,C2,2015,Günstigstes Produkt,20.54,10.133166,8.3014,1.0133166,1.1
Solothurn,H8,2015,Günstigstes Produkt,19.2,9.246336,8.569494,1.0,1.1
Tessin,H6,2015,Günstigstes Produkt,15.13,5.794536,5.99752,1.96,1.1
Uri,C6,2015,Günstigstes Produkt,14.88,6.598,6.5718,0.61,1.1
Tessin,H4,2015,Günstigstes Produkt,19.41,8.006667,8.05,1.96,1.1
Uri,C5,2015,Günstigstes Produkt,14.71,6.5516,6.4458,0.6134652,1.1
Aargau,C2,2015,Günstigstes Produkt,17.43,8.3368,7.3975,0.467808,1.1
Appenzell Innerrhoden,C5,2015,Günstigstes Produkt,11.44,4.012,6.3329,0.0,1.1
Wallis,H2,2015,Günstigstes Produkt,18.66,9.34,7.4,1.0392,1.1
Graubünden,C4,2015,Günstigstes Produkt,18.07,8.3035,8.6699,1.0,1.1
Tessin,H5,2015,Günstigstes Produkt,17.15,7.26,6.8084,1.96,1.1
Freiburg,C2,2015,Günstigstes Produkt,21.25,10.739041,9.406028,0.0,1.1
Tessin,H7,2015,Günstigstes Produkt,17.92,7.334092,6.986615,1.96,1.1
Tessin,C2,2015,Günstigstes Produkt,19.47,7.34,8.05,1.96,1.1
Tessin,H2,2015,Günstigstes Produkt,21.22,9.5,8.05,1.96,1.1
Basel-Landschaft,C7,2015,Günstigstes Produkt,11.24,3.2142768,6.4600987,0.4742397,1.1
Solothurn,C7,2015,Günstigstes Produkt,14.07,4.3876,8.05252,0.4742397,1.1
