Kanton,Verbrauchsprofile typischer Haushalte,Periode,Produkt,Total exkl. MWST,Netznutzung,Energielieferungkosten,Abgaben an das Gemeinwesen,Förderabgaben (KEV)
Nidwalden,H7,2021,Standardprodukt,16.78,6.896154,6.576923,1.0,2.3
Nidwalden,H1,2020,Standardprodukt,23.98,13.911667,6.773958,1.0,2.3
Uri,H2,2019,Günstigstes Produkt,24.19,13.62,7.2696,1.0,2.3
Nidwalden,H3,2023,Standardprodukt,19.16,9.055555,6.8,1.0,2.3
Nidwalden,H3,2022,Standardprodukt,18.36,8.255555,6.8,1.0,2.3
Nidwalden,H5,2021,Standardprodukt,17.32,7.236,6.78,1.0,2.3
Nidwalden,H4,2020,Standardprodukt,18.94,8.856,6.78,1.0,2.3
Nidwalden,H2,2020,Standardprodukt,21.13,11.0576,6.768,1.0,2.3
Uri,H2,2020,Günstigstes Produkt,24.16,13.59,7.2696,1.0,2.3
Genf,C3,2018,Standardprodukt,19.94,7.756,8.777333,1.10192,2.3
Genf,C3,2019,Standardprodukt,19.94,7.756,8.777333,1.10192,2.3
Neuenburg,H2,2022,Günstigstes Produkt,24.54,12.97,8.588028,1.6,2.3
Wallis,H1,2021,Standardprodukt,23.19,10.91,8.55,1.1,2.3
Neuenburg,H3,2020,Günstigstes Produkt,19.72,7.8848,7.937778,1.6,2.3
Genf,H5,2023,Standardprodukt,22.05,8.385185,10.249315,1.10748,2.3
Neuenburg,C4,2022,Standardprodukt,19.08,6.086166,8.306,1.6,2.3
Neuenburg,C3,2022,Standardprodukt,20.29,6.612754,8.463333,1.6,2.3
Neuenburg,C1,2022,Günstigstes Produkt,23.175,10.7575,8.51375,1.6,2.3
Solothurn,H3,2023,Günstigstes Produkt,24.1,10.798,11.611111,1.1,2.3
Graubünden,C1,2019,Günstigstes Produkt,19.82,8.77125,7.9,1.1,2.3
Graubünden,C1,2021,Günstigstes Produkt,19.56,7.9088335,7.8,1.1,2.3
Genf,H2,2022,Standardprodukt,19.96,8.2972,8.2564,1.1,2.3
Graubünden,C1,2022,Standardprodukt,20.71,9.46,7.6,1.1,2.3
Solothurn,C1,2023,Günstigstes Produkt,25.065,10.505,11.90375,1.1,2.3
Graubünden,C1,2022,Günstigstes Produkt,20.36,8.5475,7.65,1.1,2.3
Solothurn,H5,2023,Günstigstes Produkt,23.09,10.0828,11.663167,1.1,2.3
Neuenburg,H6,2022,Günstigstes Produkt,15.84,6.617742,6.323825,1.6,2.3
Genf,C2,2020,Standardprodukt,20.35,8.624222,8.292347,1.13784,2.3
Neuenburg,H5,2023,Günstigstes Produkt,22.93,7.49296,11.5359335,1.6,2.3
Neuenburg,C2,2022,Standardprodukt,20.955,7.833093,8.835,1.6,2.3
Neuenburg,H6,2023,Standardprodukt,23.72,8.303021,11.522518,1.6,2.3
Graubünden,H8,2023,Günstigstes Produkt,24.3,9.3974,10.6,1.14,2.3
Graubünden,H5,2020,Günstigstes Produkt,20.01,7.041333,7.8,1.14,2.3
Neuenburg,H4,2022,Günstigstes Produkt,22.63,11.384907,8.217153,1.6,2.3
Graubünden,H5,2021,Günstigstes Produkt,19.46,7.641333,7.8,1.14,2.3
Genf,C2,2021,Standardprodukt,20.16,8.475,8.272347,1.11936,2.3
Genf,H7,2023,Standardprodukt,21.89,8.557401,9.904656,1.12992,2.3
Neuenburg,H6,2022,Standardprodukt,15.84,6.617742,6.8238244,1.6,2.3
Genf,H1,2022,Standardprodukt,20.2,8.430268,8.364955,1.11,2.3
Neuenburg,C4,2022,Günstigstes Produkt,18.98,6.086166,7.779031,1.6,2.3
Genf,C1,2021,Standardprodukt,20.43,8.576083,8.42,1.13256,2.3
Tessin,C7,2021,Günstigstes Produkt,14.99,4.8965764,6.662814,1.13,2.3
Tessin,C7,2021,Standardprodukt,14.99,4.8965764,6.662814,1.13,2.3
Tessin,C7,2020,Standardprodukt,14.87,4.772374,6.7128143,1.09,2.3
Neuenburg,H4,2022,Standardprodukt,22.76,11.384907,8.717153,1.6,2.3
Tessin,C7,2020,Günstigstes Produkt,14.87,4.772374,6.7128143,1.09,2.3
Neuenburg,C3,2020,Standardprodukt,19.69,7.790689,7.9982862,1.6,2.3
Neuenburg,C1,2023,Standardprodukt,32.46,11.955,17.27,1.6,2.3
Genf,H3,2023,Standardprodukt,21.88,8.306334,10.172276,1.09692,2.3
Genf,H1,2020,Standardprodukt,20.12,8.330268,8.394956,1.09956,2.3
Neuenburg,H3,2023,Standardprodukt,29.27,11.791492,13.579524,1.6,2.3
Neuenburg,C4,2020,Günstigstes Produkt,20.25,5.764456,10.593,1.6,2.3
Neuenburg,H5,2023,Standardprodukt,28.58,10.87257,13.812979,1.6,2.3
Neuenburg,H7,2023,Günstigstes Produkt,22.64,6.8964767,11.838808,1.6,2.3
Neuenburg,C4,2023,Günstigstes Produkt,24.22,6.264456,14.063,1.6,2.3
